Contenido,IR,Fecha,Dispositivo,Likes,Retweets,Entidad,Hora,Foto
"RT @presidenciaresp: 🔴Conoce aquí las comunas y zonas que verán extendida por 7 días sus cuarentenas y cuáles se suman a esta medida.

➡️¿C…",https://twitter.com/i/web/status/1255587870070497280,29/04/2020 16:00:50,Twitter Web App,0,3,Super de Salud Chile,16:00:50,http://pbs.twimg.com/profile_images/986969865830518784/gbIFCMKC.jpg
"[#PRENSA] En @TVN, el Dr. Gonzalo Cuadra, Coordinador de Salud Mental #Covid19 del #Colmed, se refirió a la salud m… https://t.co/nxz9vyzMtd",https://twitter.com/i/web/status/1255587901892710400,29/04/2020 16:00:58,Twitter for iPhone,4,2,Colmed Chile,16:00:58,http://pbs.twimg.com/profile_images/1245851467891736576/TayMmMjI.jpg
Gobierno reactiva garantía de oportunidad AUGE suspendidas por #COVID_19 y autoriza cirugías ambulatorias… https://t.co/kRvLvsLrKL,https://twitter.com/i/web/status/1255589599981768705,29/04/2020 16:07:43,Twitter Web Client,14,12,Ministerio de Salud,16:07:43,http://pbs.twimg.com/profile_images/1240679830183649288/S94zI3Yu.jpg
El proyecto de Protección de Independientes establece la creación de un Seguro Social de Protección de Ingresos par… https://t.co/KohUkWFIbe,https://twitter.com/i/web/status/1255591845842677761,29/04/2020 16:16:38,Twitter Web App,4,8,Ministerio de Salud,16:16:38,http://pbs.twimg.com/profile_images/1240679830183649288/S94zI3Yu.jpg
RT @ministeriosalud: Gobierno reactiva garantía de oportunidad AUGE suspendidas por #COVID_19 y autoriza cirugías ambulatorias  https://t.c…,https://twitter.com/i/web/status/1255592748553572362,29/04/2020 16:20:13,Twitter Web App,0,12,Super de Salud Chile,16:20:13,http://pbs.twimg.com/profile_images/986969865830518784/gbIFCMKC.jpg
"RT @SeremiSaludRM: ¡Recuerda! Mañana comienzan las cuarentenas en nuevas comunas de la #RMdeTodos. 

Revisa acá 👇🏽👇🏽 cuáles son. 

#Cuidémo…",https://twitter.com/i/web/status/1255593866780192773,29/04/2020 16:24:40,Twitter Web App,0,4,Super de Salud Chile,16:24:40,http://pbs.twimg.com/profile_images/986969865830518784/gbIFCMKC.jpg
"A partir del jueves 30 de abril, a las 22:00 horas, nuevos sectores y comunas estarán en cuarentena.

Más informaci… https://t.co/s1PQvf8kbY",https://twitter.com/i/web/status/1255595208802283524,29/04/2020 16:30:00,TweetDeck,1,2,Instituto de Salud Pública de Chile,16:30:00,http://pbs.twimg.com/profile_images/1219288777228681216/DWTCW08o.jpg
RT @sebastianpinera: Como parte de la Red de Protección Social q hemos construido hoy sumamos el Seguro de Ingresos para Trabajadores Indep…,https://twitter.com/i/web/status/1255595465451528192,29/04/2020 16:31:01,Twitter Web App,0,64,Ministerio de Salud,16:31:01,http://pbs.twimg.com/profile_images/1240679830183649288/S94zI3Yu.jpg
RT @latercera: Minsal informa de nuevo criterio para notificación de contagiados con coronavirus: se contabilizarán a asintomáticos que die…,https://twitter.com/i/web/status/1255597790039695360,29/04/2020 16:40:15,Twitter Web App,0,6,Ministerio de Salud,16:40:15,http://pbs.twimg.com/profile_images/1240679830183649288/S94zI3Yu.jpg
"ℹ️ #COVID19 #coronavirus

¿Cuál es la fuente de la OPS para adquirir equipo de protección personal y respiradores p… https://t.co/UO57Cxjy7a",https://twitter.com/i/web/status/1255598123742900231,29/04/2020 16:41:35,Twitter Web App,4,1,OPS/OMS,16:41:35,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
