fecha,local_id,local_nombre,comuna_nombre,localidad_nombre,local_direccion,funcionamiento_hora_apertura,funcionamiento_hora_cierre,local_telefono,local_lat,local_lng,funcionamiento_dia,fk_region,fk_comuna,fk_localidad
30-05-20,87,AHUMADA,VIÑA DEL MAR,PLAN DE VIÑA,QUILLOTA N° 441,09:00:00,18:00:00,+56026313281,-33.0183395945727,-71.5466899723292,sabado,6,80,28
30-05-20,88,AHUMADA,VIÑA DEL MAR,PLAN DE VIÑA,15 NORTE N° 961 L- 115-118,09:00:00,18:00:00,+56026313371,-33.0076875960076,-71.5459662600821,sabado,6,80,28
30-05-20,91,AHUMADA,VIÑA DEL MAR,REÑACA,AV. EDMUNDO ELUCHANS N° 1850 L-1,09:00:00,18:30:00,+56026313809,-32.9579725184071,-71.544036119172,sabado,6,80,36
30-05-20,92,AHUMADA,VIÑA DEL MAR,VIÑA DEL MAR URGENCIA 2,AV. LIBERTAD  N° 1191,00:00:00,00:00:00,+56026313062,-33.0103265869917,-71.5491991439181,sabado,6,80,447
30-05-20,93,CRUZ VERDE,VIÑA DEL MAR,PLAN DE VIÑA,AV. VALPARAISO N° 640,08:30:00,18:30:00,+56322714701,-33.0249400954808,-71.553291283807,sabado,6,80,28
30-05-20,94,CRUZ VERDE,VIÑA DEL MAR,VIÑA DEL MAR URGENCIA,AV. VALPARAISO N° 404,00:00:00,00:00:00,+56322714044,-33.024369299178,-71.5569460874684,sabado,6,80,41
30-05-20,97,CRUZ VERDE,VIÑA DEL MAR,PLAN DE VIÑA,AV.LIBERTAD  N° 825,08:30:00,18:30:00,+56322976948,-33.0139055209759,-71.5501155466152,sabado,6,80,28
30-05-20,98,CRUZ VERDE,VIÑA DEL MAR,PLAN DE VIÑA,QUILLOTA N° 493,08:30:00,18:30:00,+56322680656,-33.0181329872639,-71.5466519206006,sabado,6,80,28
30-05-20,99,CRUZ VERDE,VIÑA DEL MAR,PLAN DE VIÑA,AV.VALPARAISO N° 598,08:30:00,18:30:00,+56322698083,-33.0248238853323,-71.5541228020944,sabado,6,80,28
30-05-20,100,CRUZ VERDE,VIÑA DEL MAR,RECREO,J.M.CARRERA  N° 201,08:30:00,18:30:00,+56322620782,-33.0275549545313,-71.5734684105632,sabado,6,80,35
30-05-20,101,CRUZ VERDE,VIÑA DEL MAR,PLAN DE VIÑA,AV.LIBERTAD  N° 1299,08:30:00,18:30:00,+56322883169,-33.0092137619806,-71.5489423756337,sabado,6,80,28
30-05-20,102,CRUZ VERDE,VIÑA DEL MAR,REÑACA,ANGAMOS  N° 242 L- 1,09:00:00,18:30:00,+56322836951,-32.9717818854296,-71.5420360444942,sabado,6,80,36
30-05-20,103,CRUZ VERDE,VIÑA DEL MAR,PLAN DE VIÑA,ALVARES N° 314,08:30:00,18:30:00,+56322623883,-33.0257966641689,-71.5585714561149,sabado,6,80,28
30-05-20,104,CRUZ VERDE,VIÑA DEL MAR,PLAN DE VIÑA,AVDA. 1 NORTE Nº 2901 L- 4054,08:30:00,18:00:00,+56322674406,-33.0358323438944,-71.5236105946685,sabado,6,80,28
30-05-20,107,DR. SIMI,VIÑA DEL MAR,PLAN DE VIÑA,AV. VALPARAISO 940,09:00:00,18:30:00,+56322157233,-33.0256260447808,-71.5484088339143,sabado,6,80,28
30-05-20,108,DR. SIMI,VIÑA DEL MAR,PLAN DE VIÑA,AVDA. VALPARAISO N° 426-432,09:00:00,21:00:00,+56322157237,-33.0244719120854,-71.5563389570447,sabado,6,80,28
30-05-20,110,DR. SIMI,VIÑA DEL MAR,PLAN DE VIÑA,AV 15 NORTE 960,09:00:00,19:30:00,+56323288087,-33.0086941314005,-71.5452460885678,sabado,6,80,28
30-05-20,112,GALENICA,VIÑA DEL MAR,PLAN DE VIÑA,ARLEGUI N° 580 L - 7 OF. 201,10:00:00,14:00:00,+56322766221,-33.0236943992421,-71.5542400534807,sabado,6,80,28
30-05-20,113,HAHNEMANN,VIÑA DEL MAR,PLAN DE VIÑA,"ARLEGUI N° 443, L - 2",09:30:00,14:30:00,+56322693919,-33.0233129575313,-71.556134230226,sabado,6,80,28
30-05-20,114,MICKMAN,VIÑA DEL MAR,PLAN DE VIÑA,QUILLOTA N° 423,09:30:00,14:00:00,+56322688928,-33.0186727984426,-71.5467102608011,sabado,6,80,28
30-05-20,115,KNOP,VIÑA DEL MAR,PLAN DE VIÑA,AVDA. VALPARAISO N° 329,10:00:00,20:00:00,+56322710645,-33.0240939488286,-71.5580619865277,sabado,6,80,28
30-05-20,117,NOVASALUD,VIÑA DEL MAR,PLAN DE VIÑA,AV.LIBERTAD N° 80,09:00:00,14:00:00,+56322545640,-33.0216857152332,-71.551056782581,sabado,6,80,28
30-05-20,119,SALCOBRAND,VIÑA DEL MAR,PLAN DE VIÑA,5 ORIENTE N° 58,10:00:00,19:00:00,+56322882052,-33.0230380159395,-71.5448878583282,sabado,6,80,28
30-05-20,121,SALCOBRAND,VIÑA DEL MAR,PLAN DE VIÑA,AVDA. VALPARAISO N° 490,09:00:00,19:30:00,+56322465189,-33.0245718914748,-71.5558601902845,sabado,6,80,28
30-05-20,124,SALCOBRAND,VIÑA DEL MAR,PLAN DE VIÑA,AVDA. LIBERTAD N° 1217-1223,09:00:00,19:30:00,+56322696214,-33.0098795135676,-71.5490150470122,sabado,6,80,28
30-05-20,125,SALCOBRAND,VIÑA DEL MAR,PLAN DE VIÑA,AV. VALPARAISO N° 616,08:30:00,18:30:00,+56322465193,-33.0248792377136,-71.5536213359781,sabado,6,80,28
30-05-20,126,SALCOBRAND,VIÑA DEL MAR,REÑACA,AVDA.BORGOÑO N° 14410,09:00:00,19:00:00,+56322833912,-32.9726899757208,-71.5439340847724,sabado,6,80,36
30-05-20,127,SALCOBRAND,VIÑA DEL MAR,PLAN DE VIÑA,AVDA. VALPARAISO N° 532,09:00:00,19:00:00,+56322695892,-33.0246971243391,-71.5550289375734,sabado,6,80,28
30-05-20,128,SALCOBRAND,VIÑA DEL MAR,PLAN DE VIÑA,AV. LIBERTAD N° 800 - 828,09:00:00,19:30:00,+56322691341,-33.0141538103662,-71.5494377574511,sabado,6,80,28
30-05-20,129,SALCOBRAND,VIÑA DEL MAR,PLAN DE VIÑA,JORGE MONTT N° 2300 LAS SALINAS,09:00:00,19:30:00,+56322691142,-32.9995668458723,-71.5480120435948,sabado,6,80,28
30-05-20,132,SEREY ,VIÑA DEL MAR,PLAN DE VIÑA,"VALPARAISO N° 694, LOCAL 6",10:00:00,20:00:00,+56322466075,-33.0249936928335,-71.5528753937371,sabado,6,80,28
30-05-20,134,VILLANELO  ,VIÑA DEL MAR,PLAN DE VIÑA,VILLANELO N° 255,10:30:00,14:10:00,+56322711040,-33.0250783431149,-71.557105718071,sabado,6,80,28
30-05-20,135,VIÑAMARINA,VIÑA DEL MAR,PLAN DE VIÑA,ARLEGUI N° 616,11:00:00,14:00:00,+56322714657,-33.0238084195243,-71.5535155162474,sabado,6,80,28
30-05-20,137,DR. SIMI,VIÑA DEL MAR,PLAN DE VIÑA,AV. VALPARAÍSO 683,08:00:00,22:00:00,+56322979177,-33.0248218200772,-71.5529025464465,sabado,6,80,28
30-05-20,139,ECOFARMACIAS,VIÑA DEL MAR,PLAN DE VIÑA,AV. VALPARAISO 421,09:00:00,21:00:00,+56322543152,-33.02430356829,-71.5566337898516,sabado,6,80,28
30-05-20,140,AHUMADA,VIÑA DEL MAR,PLAN DE VIÑA,AV. VALPARAISO N°1070 L 2116,09:00:00,18:00:00,+56026313696,-33.0260329858954,-71.547467928192,sabado,6,80,28
30-05-20,141,CRUZ VERDE,VIÑA DEL MAR,PLAN DE VIÑA,AV. VALPARAISO 1070 L 3008,08:30:00,18:30:00,+56322713659,-33.025889459082,-71.5474316858611,sabado,6,80,28
30-05-20,142,ECOFARMACIAS,VIÑA DEL MAR,PLAN DE VIÑA,AV. VALPARAISO 206,09:00:00,21:00:00,+56322158472,-33.0237975033751,-71.5597659514479,sabado,6,80,28
30-05-20,143,SALCOBRAND,VIÑA DEL MAR,PLAN DE VIÑA,AV. LIBERTAD 269 L 101,09:00:00,19:30:00,+56322979237,-33.0200786267391,-71.5511603069411,sabado,6,80,28
30-05-20,151,ALMENDRAL,VALPARAISO,PLAN VALPARAISO,CHACABUCO Nº 2797,09:00:00,00:00:14,+56322212199,-33.0462505887932,-71.6071151397763,sabado,6,78,2
30-05-20,154,CRUZ VERDE,VALPARAISO,PLAN VALPARAISO,AV. PEDRO MONTT N° 2705,08:30:00,18:30:00,+56322214500,-33.0472612758337,-71.6079371834462,sabado,6,78,2
30-05-20,156,CRUZ VERDE,VALPARAISO,PLAN VALPARAISO,AV. ARGENTINA N° 51 LOCAL N° 2003,08:30:00,18:00:00,+56322593890,-33.0440619428576,-71.6048452560041,sabado,6,78,2
30-05-20,158,CRUZ VERDE,VALPARAISO,PLACILLA,OBISPO VALDEZ SUBERCASEAUX  N° 1170 LOCAL 6 Y 7 PLACILLA,08:30:00,19:30:00,+56392292916,-33.1187010681137,-71.5713998255228,sabado,6,78,27
30-05-20,159,CRUZ VERDE,VALPARAISO,PLACILLA,AV. CARDENAL SAMORE Nº2335 LOCAL 1862 PLACILLA,08:30:00,18:30:00,+56322294849,-33.1308194738605,-71.5652699333018,sabado,6,78,27
30-05-20,160,CRUZ VERDE,VALPARAISO,PLAN VALPARAISO,CONDELL Nº 1202,09:00:00,18:00:00,+56322236113,-33.0437324291283,-71.6244267194351,sabado,6,78,2
30-05-20,161,CRUZ VERDE,VALPARAISO,PLAN VALPARAISO,AV. PEDRO MONTT Nº 2498,09:00:00,21:00:00,+56322210981,-33.0474816175073,-71.6099028859431,sabado,6,78,2
30-05-20,163,CRUZ VERDE,VALPARAISO,PLAN VALPARAISO,SOTOMAYOR N° 160,10:00:00,21:30:00,+56322237022,-33.0382715977082,-71.6289855241279,sabado,6,78,2
30-05-20,164,DR. SIMI,VALPARAISO,PLAN VALPARAISO,CONDELL Nº1509  LOCAL  2,09:00:00,19:30:00,+56322157243,-33.046159219172,-71.6213619359347,sabado,6,78,2
30-05-20,165,DR. SIMI,VALPARAISO,PLAN VALPARAISO,BELLAVISTA Nº 464,09:00:00,19:30:00,+56322157240,-33.0446690976693,-71.623619477189,sabado,6,78,2
30-05-20,167,GALENICA,VALPARAISO,PLAN VALPARAISO,AV. PEDRO MONTT N° 2060,10:00:00,14:00:00,+56323142877,-33.0471602357967,-71.615342743841,sabado,6,78,2
30-05-20,168,IBERIA,VALPARAISO,PLAN VALPARAISO,VICTORIA Nº 3092,09:00:00,17:00:00,+56322255096,-33.0507821994016,-71.6029768890481,sabado,6,78,2
30-05-20,171,PORTEÑA,VALPARAISO,PLAN VALPARAISO,AV.ARGENTINA Nº 301,10:30:00,21:30:00,+56322469579,-33.0459667624514,-71.6043018366816,sabado,6,78,2
30-05-20,173,REDFARMA,VALPARAISO,PLAN VALPARAISO,CONDELL 1205,10:00:00,14:00:00,+56322216434,-33.0436526830044,-71.6243601197905,sabado,6,78,2
30-05-20,174,ECONOMIKA,VALPARAISO,PLAN VALPARAISO,SERRANO Nº 301,09:00:00,19:00:00,+56322210871,-33.0367735067177,-71.6303326058118,sabado,6,78,2
30-05-20,175,SALCOBRAND,VALPARAISO,PLAN VALPARAISO,AV. PEDRO MONTT Nº 1804,08:30:00,19:30:00,+5632224223300 anexo 5008,-33.0468653162703,-71.6182246219675,sabado,6,78,2
30-05-20,179,SALCOBRAND,VALPARAISO,PLAN VALPARAISO,AV. PEDRO MONTT Nº  1898,09:00:00,19:30:00,+5632224223300 ANEXO 5376,-33.0469954632607,-71.6171792932502,sabado,6,78,2
30-05-20,180,SALCOBRAND ,VALPARAISO,PLAN VALPARAISO,AV. ARGENTINA N° 51 LOCAL N° 2027,08:30:00,18:00:00,+5632224223300 anexo 5422,-33.0443615400056,-71.6047470240116,sabado,6,78,2
30-05-20,181,BOTICA SALCOBRAND,VALPARAISO,PLAN VALPARAISO,PLAZA ANIBAL PINTO 1191-1199 LC 1 Y 2,10:00:00,18:00:00,+5632224223300 anexo 5469,-33.0431865973987,-71.6242285286204,sabado,6,78,2
30-05-20,182,KNOP,VALPARAISO,PLAN VALPARAISO,AV. BRASIL 1302,10:00:00,15:00:00,+56322214391,-33.0442766675741,-71.6229869102183,sabado,6,78,2
30-05-20,183,KNOP,VALPARAISO,PLAN VALPARAISO,AV. PEDRO MONTT Nº 1842 LOCAL A - 102,10:00:00,17:00:00,+56322236692,-33.0469452672565,-71.6178522815687,sabado,6,78,2
30-05-20,184,KNOP,VALPARAISO,PLAN VALPARAISO,AV. ARGENTINA N° 241,10:00:00,15:00:00,+56322259091,-33.0454941691382,-71.604480623043,sabado,6,78,2
30-05-20,185,MAS SALUD,VALPARAISO,PLAN VALPARAISO,CONDEL Nº 1525,10:00:00,14:00:00,+56322226556,-33.0461876014906,-71.6212985423217,sabado,6,78,2
30-05-20,186,CRUZ VERDE,VALPARAISO,VALPARAISO URGENCIA,AV. PEDRO MONTT 1902,00:00:00,00:00:00,+56322745048,-33.0470628068749,-71.6169778733873,sabado,6,78,1
30-05-20,192,ECONOMICA,CASABLANCA,CASABLANCA,CHACABUCO Nº 208,09:00:00,21:00:00,+56322743046,-33.3200990278442,-71.406862450338,sabado,6,344,49
30-05-20,194,ALGARROBO,ALGARROBO,ALGARROBO,AV.CARLOS ALESSANDRI 1990,10:00:00,21:00:00,+56352483718,-33.3615479912175,-71.666660174247,sabado,6,45,3
30-05-20,195,CRUZ VERDE,ALGARROBO,ALGARROBO,AV. CARLOS ALESSANDRI Nº 1915 - 1923,08:30:00,18:30:00,+56352489065,-33.3610508004278,-71.6658821617468,sabado,6,45,3
30-05-20,196,CRUZ VERDE,ALGARROBO,ALGARROBO,AV. IGNACIO CARRERA PINTO ESQUINA DR. GUILLERMO MÜCKE,08:30:00,18:00:00,+56352481876,-33.3690854924785,-71.6691682588718,sabado,6,45,3
30-05-20,198,GALVEZ,ALGARROBO,ALGARROBO,LUZ DIVINA  SITIO Nº 5,10:00:00,21:00:00,+5635sin teléfono,-33.3718929144967,-71.6673306139507,sabado,6,45,3
30-05-20,199,CRUZ VERDE,EL QUISCO,EL QUISCO,J.N. AGUIRRE Nº 017,08:30:00,18:30:00,+56352471987,-33.3972727161571,-71.6944403358581,sabado,6,51,9
30-05-20,200,EL QUISCO,EL QUISCO,EL QUISCO,AV. ISIDORA DUBORNAIS Nº 177,10:00:00,21:00:00,+56352471182,-33.3967877278712,-71.6947693097814,sabado,6,51,9
30-05-20,203,SAN ENRIQUE,EL TABO,El TABO,SAN MARCOS Nº793 LOCAL 01,10:00:00,20:00:00,+56352469037,-33.4552541449701,-71.6673220648659,sabado,6,52,50
30-05-20,204,FARMASOL,EL TABO,El TABO,ARTURO PRAT Nº441,11:30:00,20:00:00,+56352469865,-33.4559147122322,-71.6642768716966,sabado,6,52,50
30-05-20,206,CARTAGENA,CARTAGENA,CARTAGENA,ALMIRANTE LATORRE Nº80,09:00:00,21:00:00,+56352450374,-33.5469589215463,-71.602734921825,sabado,6,48,5
30-05-20,207,CRUZ VERDE,CARTAGENA,CARTAGENA,AV. CARTAGENA N°313,08:30:00,18:30:00,+56352451143,-33.5465928963621,-71.6025624301641,sabado,6,48,5
30-05-20,208,SAN SEBASTIAN,CARTAGENA,CARTAGENA,CASANOVA Nº 328,10:00:00,21:00:00,+56352451357,-33.547220627122,-71.6031519364708,sabado,6,48,5
