,Region,Codigo region,Poblacion,fecha,Cantidad
160,Los Lagos,10,891440,2020-04-13,39
161,Los Lagos,10,891440,2020-04-14,131
162,Los Lagos,10,891440,2020-04-15,137
163,Los Lagos,10,891440,2020-04-16,139
164,Los Lagos,10,891440,2020-04-17,198
165,Los Lagos,10,891440,2020-04-18,315
166,Los Lagos,10,891440,2020-04-19,96
167,Los Lagos,10,891440,2020-04-20,139
168,Aysen,11,107297,2020-04-09,10
169,Aysen,11,107297,2020-04-10,-
170,Aysen,11,107297,2020-04-11,
171,Aysen,11,107297,2020-04-12,7
172,Aysen,11,107297,2020-04-13,-
173,Aysen,11,107297,2020-04-14,12
174,Aysen,11,107297,2020-04-15,8
175,Aysen,11,107297,2020-04-16,16
176,Aysen,11,107297,2020-04-17,8
177,Aysen,11,107297,2020-04-18,8
178,Aysen,11,107297,2020-04-19,6
179,Aysen,11,107297,2020-04-20,0
180,Magallanes y la Antartica,12,178362,2020-04-09,73
181,Magallanes y la Antartica,12,178362,2020-04-10,24
182,Magallanes y la Antartica,12,178362,2020-04-11,46
183,Magallanes y la Antartica,12,178362,2020-04-12,45
184,Magallanes y la Antartica,12,178362,2020-04-13,45
185,Magallanes y la Antartica,12,178362,2020-04-14,35
186,Magallanes y la Antartica,12,178362,2020-04-15,63
187,Magallanes y la Antartica,12,178362,2020-04-16,86
188,Magallanes y la Antartica,12,178362,2020-04-17,69
189,Magallanes y la Antartica,12,178362,2020-04-18,48
190,Magallanes y la Antartica,12,178362,2020-04-19,93
191,Magallanes y la Antartica,12,178362,2020-04-20,48
